songName,artistName,songID,artistID,year,genres,audio
Little Engine,Eminem,4qNWEOMyexn7b8Icyk29t9,7dGJo4pcD2V6oG8kP0tJRR,20,"['detroit hip hop', 'hip hop', 'rap']","[{'danceability': 0.769, 'energy': 0.811, 'key': 10, 'loudness': -4.162, 'speechiness': 0.228, 'acousticness': 0.0234, 'instrumentalness': 0, 'liveness': 0.0451, 'valence': 0.76, 'tempo': 155.081}]"
Marsh,Eminem,34d7sGX6WUqq8f04e7CSNF,7dGJo4pcD2V6oG8kP0tJRR,20,"['detroit hip hop', 'hip hop', 'rap']","[{'danceability': 0.871, 'energy': 0.493, 'key': 1, 'loudness': -6.356, 'speechiness': 0.205, 'acousticness': 0.0134, 'instrumentalness': 0.000241, 'liveness': 0.385, 'valence': 0.0495, 'tempo': 144.989}]"
"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,5mZXWEH2eh8zMZGCxT5aW0,7dGJo4pcD2V6oG8kP0tJRR,20,"['detroit hip hop', 'hip hop', 'rap']","[{'danceability': 0.458, 'energy': 0.966, 'key': 1, 'loudness': -2.107, 'speechiness': 0.384, 'acousticness': 0.14, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.356, 'tempo': 183.586}]"
Not Alike (feat. Royce Da 5'9),Eminem,28FGV3ORH14MYORd7s5dlU,7dGJo4pcD2V6oG8kP0tJRR,10,"['detroit hip hop', 'hip hop', 'rap']","[{'danceability': 0.904, 'energy': 0.756, 'key': 10, 'loudness': -3.746, 'speechiness': 0.32, 'acousticness': 0.0692, 'instrumentalness': 0, 'liveness': 0.339, 'valence': 0.342, 'tempo': 140.005}]"
The Book of Boba Fett,Ludwig Goransson,1XkRprkVY9ntVC7KzHrlaZ,24eDfi2MSYo3A87hCcgpIL,20,"['nordic soundtrack', 'orchestral soundtrack', 'soundtrack']","[{'danceability': 0.557, 'energy': 0.471, 'key': 7, 'loudness': -9.822, 'speechiness': 0.0365, 'acousticness': 0.776, 'instrumentalness': 0.841, 'liveness': 0.115, 'valence': 0.191, 'tempo': 130.075}]"
"Never, Never Gonna Give Ya Up",Barry White,3pepZAOvUCBt3qWi9Ax6Aq,3rfgbfpPSfXY40lzRK7Syt,70,"['adult standards', 'disco', 'funk', 'quiet storm', 'soul']","[{'danceability': 0.615, 'energy': 0.804, 'key': 2, 'loudness': -11.04, 'speechiness': 0.0752, 'acousticness': 0.0823, 'instrumentalness': 0, 'liveness': 0.085, 'valence': 0.932, 'tempo': 85.164}]"
Mountains,Hans Zimmer,0Sg3UL7f40ulmTh0Xwr6qY,0YC192cP3KPCRWx8zr8MfZ,10,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']","[{'danceability': 0.304, 'energy': 0.0585, 'key': 9, 'loudness': -16.949, 'speechiness': 0.0351, 'acousticness': 0.59, 'instrumentalness': 0.928, 'liveness': 0.0982, 'valence': 0.0371, 'tempo': 119.975}]"
Surface Pressure,Jessica Darrow,760jhRscwGbIIe1m1IIQpU,4vdAAzZBUKbsrvHi6UR7B7,20,[],"[{'danceability': 0.65, 'energy': 0.584, 'key': 2, 'loudness': -8.286, 'speechiness': 0.307, 'acousticness': 0.0174, 'instrumentalness': 1.54e-06, 'liveness': 0.042, 'valence': 0.37, 'tempo': 180.088}]"
We Don't Talk About Bruno,Carolina Gaitán - La Gaita,52xJxFP6TqMuO4Yt0eOkMz,29PgYEggDV3cDP9QYTogwv,20,[],"[{'danceability': 0.577, 'energy': 0.45, 'key': 0, 'loudness': -8.516, 'speechiness': 0.0834, 'acousticness': 0.357, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.83, 'tempo': 205.863}]"
Who Are You,The Who,23IJ5wLRhEZ9DOuia5mPiZ,67ea9eGLXYMsO2eYQRui3w,70,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']","[{'danceability': 0.651, 'energy': 0.648, 'key': 9, 'loudness': -11.409, 'speechiness': 0.0501, 'acousticness': 0.262, 'instrumentalness': 0.0042, 'liveness': 0.0655, 'valence': 0.49, 'tempo': 156.372}]"
I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",5A0M6B0RBSXSNWv0wcppZ9,4V8LLVI7PbaPR0K2TGSxFF,10,"['hip hop', 'rap']","[{'danceability': 0.638, 'energy': 0.522, 'key': 8, 'loudness': -9.814, 'speechiness': 0.0932, 'acousticness': 0.352, 'instrumentalness': 0.0663, 'liveness': 0.165, 'valence': 0.584, 'tempo': 142.952}]"
Can't Get You out of My Head,Kylie Minogue,3E7ZwUMJFqpsDOJzEkBrQ7,4RVnAU35WRWra6OZ3CbbMA,00,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop', 'uk pop']","[{'danceability': 0.766, 'energy': 0.563, 'key': 9, 'loudness': -7.516, 'speechiness': 0.0339, 'acousticness': 0.0263, 'instrumentalness': 0.683, 'liveness': 0.115, 'valence': 0.964, 'tempo': 126.007}]"
Born To Move,Creedence Clearwater Revival,48rnG6Jds7VWpfvbeZbPnj,3IYUhFvPQItj6xySrBmZkd,70,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']","[{'danceability': 0.5, 'energy': 0.543, 'key': 0, 'loudness': -8.672, 'speechiness': 0.0328, 'acousticness': 0.183, 'instrumentalness': 0.65, 'liveness': 0.202, 'valence': 0.843, 'tempo': 133.788}]"
Levitating,Dua Lipa,39LLxExYz6ewLAcYrzQQyP,6M2wZ9GZgrQXHCFfjv46we,20,"['dance pop', 'pop', 'uk pop']","[{'danceability': 0.695, 'energy': 0.884, 'key': 6, 'loudness': -2.278, 'speechiness': 0.0753, 'acousticness': 0.0561, 'instrumentalness': 0, 'liveness': 0.213, 'valence': 0.914, 'tempo': 103.014}]"
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,1uNFoZAHBGtllmzznpCI3s,20,"['canadian pop', 'pop']","[{'danceability': 0.677, 'energy': 0.696, 'key': 0, 'loudness': -6.181, 'speechiness': 0.119, 'acousticness': 0.321, 'instrumentalness': 0, 'liveness': 0.42, 'valence': 0.464, 'tempo': 90.03}]"
The Logical Song - Remastered 2010,Supertramp,6mHOcVtsHLMuesJkswc0GZ,3JsMj0DEzyWc0VDlHuy9Bx,70,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']","[{'danceability': 0.625, 'energy': 0.758, 'key': 5, 'loudness': -6.213, 'speechiness': 0.0463, 'acousticness': 0.512, 'instrumentalness': 0.00022, 'liveness': 0.153, 'valence': 0.695, 'tempo': 119.719}]"
Time Of The Season,The Zombies,3vMfr8H7hGbOLoddLdCQU4,2jgPkn6LuUazBoBk6vvjh5,60,"['baroque pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']","[{'danceability': 0.541, 'energy': 0.571, 'key': 4, 'loudness': -10.745, 'speechiness': 0.0373, 'acousticness': 0.127, 'instrumentalness': 3.83e-06, 'liveness': 0.275, 'valence': 0.666, 'tempo': 117.067}]"
telepatía,Kali Uchis,6tDDoYIxWvMLTdKpjFkc1B,1U1el3k54VvEUzo3ybLPlM,20,"['colombian pop', 'pop']","[{'danceability': 0.653, 'energy': 0.524, 'key': 11, 'loudness': -9.016, 'speechiness': 0.0502, 'acousticness': 0.112, 'instrumentalness': 0, 'liveness': 0.203, 'valence': 0.553, 'tempo': 83.97}]"
Rockaria!,Electric Light Orchestra,7vUfTjiMjFfXe7Brz62tXH,7jefIIksOi1EazgRTfW2Pk,70,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']","[{'danceability': 0.45, 'energy': 0.689, 'key': 2, 'loudness': -6.686, 'speechiness': 0.0342, 'acousticness': 0.338, 'instrumentalness': 3.68e-06, 'liveness': 0.119, 'valence': 0.665, 'tempo': 146.736}]"
Papa's Lil' Soldier,40 Glocc,5bRnKX7jbOVjkhGdMKe2ST,4XEvTeo7w0M4EX2emvEpkX,90,['shib'],"[{'danceability': 0.859, 'energy': 0.71, 'key': 9, 'loudness': -6.469, 'speechiness': 0.289, 'acousticness': 0.007, 'instrumentalness': 0, 'liveness': 0.103, 'valence': 0.577, 'tempo': 93.002}]"
Old Time's Sake,Eminem,5j6ODxGVhAWeCS49bBKuxz,7dGJo4pcD2V6oG8kP0tJRR,00,"['detroit hip hop', 'hip hop', 'rap']","[{'danceability': 0.775, 'energy': 0.829, 'key': 1, 'loudness': -1.933, 'speechiness': 0.304, 'acousticness': 0.0606, 'instrumentalness': 0, 'liveness': 0.33, 'valence': 0.836, 'tempo': 176.047}]"
Hello,Ice Cube,60uesDF4UyLUs61FgiDkdp,3Mcii5XWf6E0lrY3Uky4cA,00,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']","[{'danceability': 0.903, 'energy': 0.61, 'key': 10, 'loudness': -6.176, 'speechiness': 0.339, 'acousticness': 0.155, 'instrumentalness': 0, 'liveness': 0.389, 'valence': 0.627, 'tempo': 91.46}]"
What's The Difference,Dr. Dre,1SWVDBtw6h3tm9OehOkDhv,6DPYiyq5kWVQS4RGwxzPC7,90,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']","[{'danceability': 0.772, 'energy': 0.821, 'key': 11, 'loudness': -0.14, 'speechiness': 0.25, 'acousticness': 0.223, 'instrumentalness': 0, 'liveness': 0.148, 'valence': 0.77, 'tempo': 91.921}]"
Keep Their Heads Ringin',Dr. Dre,1rylJ0VXvhOzLGNm401iaI,6DPYiyq5kWVQS4RGwxzPC7,90,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']","[{'danceability': 0.671, 'energy': 0.737, 'key': 0, 'loudness': -5.131, 'speechiness': 0.108, 'acousticness': 0.0338, 'instrumentalness': 0.00344, 'liveness': 0.0596, 'valence': 0.197, 'tempo': 90.519}]"
Kush - Main,Dr. Dre,1U8Ho1nOzKXYDvfigOuHG4,6DPYiyq5kWVQS4RGwxzPC7,10,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']","[{'danceability': 0.444, 'energy': 0.866, 'key': 7, 'loudness': -6.217, 'speechiness': 0.111, 'acousticness': 0.000622, 'instrumentalness': 4.72e-05, 'liveness': 0.105, 'valence': 0.375, 'tempo': 94.968}]"
Crack A Bottle,Eminem,4dK00wCxlqWEeN8BoM1BHT,7dGJo4pcD2V6oG8kP0tJRR,00,"['detroit hip hop', 'hip hop', 'rap']","[{'danceability': 0.516, 'energy': 0.874, 'key': 9, 'loudness': -2.571, 'speechiness': 0.186, 'acousticness': 0.0864, 'instrumentalness': 0, 'liveness': 0.173, 'valence': 0.391, 'tempo': 169.561}]"
IFHY (feat. Pharrell),"Tyler, The Creator",0NjW4SKY3gbfl2orl1p8hr,4V8LLVI7PbaPR0K2TGSxFF,10,"['hip hop', 'rap']","[{'danceability': 0.358, 'energy': 0.715, 'key': 7, 'loudness': -6.181, 'speechiness': 0.331, 'acousticness': 0.197, 'instrumentalness': 0, 'liveness': 0.581, 'valence': 0.275, 'tempo': 85.478}]"
Rusty (feat. Domo Genesis & Earl Sweatshirt),"Tyler, The Creator",4oQkcfukOHfKsmeoeXQLWC,4V8LLVI7PbaPR0K2TGSxFF,10,"['hip hop', 'rap']","[{'danceability': 0.503, 'energy': 0.677, 'key': 11, 'loudness': -5.647, 'speechiness': 0.248, 'acousticness': 0.00529, 'instrumentalness': 0.00024, 'liveness': 0.396, 'valence': 0.364, 'tempo': 81.28}]"
You Don't Know,Eminem,1pLQoF3VeG6KwNJRys3eq3,7dGJo4pcD2V6oG8kP0tJRR,00,"['detroit hip hop', 'hip hop', 'rap']","[{'danceability': 0.767, 'energy': 0.864, 'key': 10, 'loudness': -1.847, 'speechiness': 0.133, 'acousticness': 0.0116, 'instrumentalness': 0, 'liveness': 0.0957, 'valence': 0.747, 'tempo': 85.475}]"
Business,Eminem,0x60P5taxdI5pcGbqbap6S,7dGJo4pcD2V6oG8kP0tJRR,00,"['detroit hip hop', 'hip hop', 'rap']","[{'danceability': 0.901, 'energy': 0.813, 'key': 7, 'loudness': -4.509, 'speechiness': 0.199, 'acousticness': 0.0325, 'instrumentalness': 1.09e-05, 'liveness': 0.144, 'valence': 0.502, 'tempo': 96.442}]"
No Diggity,Blackstreet,6MdqqkQ8sSC0WB4i8PyRuQ,2P3cjUru4H3fhSXXNxE9kA,90,"['boy band', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'rap', 'urban contemporary']","[{'danceability': 0.867, 'energy': 0.646, 'key': 1, 'loudness': -4.674, 'speechiness': 0.288, 'acousticness': 0.303, 'instrumentalness': 0, 'liveness': 0.279, 'valence': 0.67, 'tempo': 88.634}]"
The Next Episode,Dr. Dre,4LwU4Vp6od3Sb08CsP99GC,6DPYiyq5kWVQS4RGwxzPC7,90,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']","[{'danceability': 0.922, 'energy': 0.909, 'key': 10, 'loudness': -2.429, 'speechiness': 0.27, 'acousticness': 0.0281, 'instrumentalness': 0, 'liveness': 0.0856, 'valence': 0.309, 'tempo': 95.295}]"
PUPPET,"Tyler, The Creator",0wEC0GNF74lAqrEFZJMl1m,4V8LLVI7PbaPR0K2TGSxFF,10,"['hip hop', 'rap']","[{'danceability': 0.508, 'energy': 0.557, 'key': 8, 'loudness': -8.967, 'speechiness': 0.0478, 'acousticness': 0.00235, 'instrumentalness': 0.0134, 'liveness': 0.588, 'valence': 0.199, 'tempo': 77.572}]"
RUNNING OUT OF TIME,"Tyler, The Creator",5QvBXUm5MglLJ3iBfTX2Wo,4V8LLVI7PbaPR0K2TGSxFF,10,"['hip hop', 'rap']","[{'danceability': 0.36, 'energy': 0.391, 'key': 6, 'loudness': -10.6, 'speechiness': 0.0528, 'acousticness': 0.296, 'instrumentalness': 0.000406, 'liveness': 0.129, 'valence': 0.162, 'tempo': 84.281}]"
In Da Club,50 Cent,7iL6o9tox1zgHpKUfh9vuC,3q7HBObVc0L8jNeTe5Gofh,00,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","[{'danceability': 0.899, 'energy': 0.713, 'key': 6, 'loudness': -2.752, 'speechiness': 0.366, 'acousticness': 0.255, 'instrumentalness': 0, 'liveness': 0.0708, 'valence': 0.777, 'tempo': 90.051}]"
I Wish - Radio Edit,Skee-Lo,0QMHVTnrFTQJoaqmkdsKhT,55Pp4Ns5VfTSFsBraW7MQy,90,"['hip hop', 'rap', 'west coast rap']","[{'danceability': 0.715, 'energy': 0.738, 'key': 7, 'loudness': -10.139, 'speechiness': 0.157, 'acousticness': 0.00826, 'instrumentalness': 0, 'liveness': 0.26, 'valence': 0.573, 'tempo': 97.877}]"
MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,7jVv8c5Fj3E9VhNjxT4snq,20,"['lgbtq+ hip hop', 'pop']","[{'danceability': 0.593, 'energy': 0.503, 'key': 8, 'loudness': -6.725, 'speechiness': 0.22, 'acousticness': 0.293, 'instrumentalness': 0, 'liveness': 0.405, 'valence': 0.71, 'tempo': 178.781}]"
(There's) Always Something There to Remind Me,Dionne Warwick,2wc9DHQnBTnMKDIYcXFzoq,2JSjCHK79gdaiPWdKiNUNp,80,"['adult standards', 'brill building pop', 'disco', 'mellow gold', 'quiet storm', 'soft rock', 'soul']","[{'danceability': 0.68, 'energy': 0.328, 'key': 5, 'loudness': -13.69, 'speechiness': 0.0673, 'acousticness': 0.737, 'instrumentalness': 0, 'liveness': 0.581, 'valence': 0.821, 'tempo': 84.04}]"
"Pantheon, the Unbreakable Spear (From League of Legends: Season 9)",League of Legends,2WuZNdPwSKkGCTKapd3GhG,47mIJdHORyRerp4os813jD,10,"['speedrun', 'video game music']","[{'danceability': 0.366, 'energy': 0.504, 'key': 10, 'loudness': -10.154, 'speechiness': 0.036, 'acousticness': 0.0182, 'instrumentalness': 0.885, 'liveness': 0.0916, 'valence': 0.144, 'tempo': 137.984}]"
"Mordekaiser, the Iron Revenant (From League of Legends: Season 9)",League of Legends,1BNgYNpFtIvLRZAWzrNmc8,47mIJdHORyRerp4os813jD,10,"['speedrun', 'video game music']","[{'danceability': 0.102, 'energy': 0.85, 'key': 3, 'loudness': -8.633, 'speechiness': 0.083, 'acousticness': 0.000104, 'instrumentalness': 0.929, 'liveness': 0.194, 'valence': 0.0396, 'tempo': 158.467}]"
"Irelia, the Blade Dancer (From League of Legends: Season 8)",League of Legends,1SROgqdmfCbOmJKehC7gNX,47mIJdHORyRerp4os813jD,10,"['speedrun', 'video game music']","[{'danceability': 0.0798, 'energy': 0.506, 'key': 4, 'loudness': -12.019, 'speechiness': 0.0534, 'acousticness': 0.512, 'instrumentalness': 0.897, 'liveness': 0.135, 'valence': 0.125, 'tempo': 76.751}]"
"Kled, the Cantankerous Cavalier (From League of Legends: Season 6)",League of Legends,3WNx3cfyVQtE9HpsWvDWqU,47mIJdHORyRerp4os813jD,10,"['speedrun', 'video game music']","[{'danceability': 0.586, 'energy': 0.592, 'key': 10, 'loudness': -13.928, 'speechiness': 0.0434, 'acousticness': 0.42, 'instrumentalness': 0.912, 'liveness': 0.0903, 'valence': 0.561, 'tempo': 152.038}]"
"Camille, the Steel Shadow (From League of Legends: Season 6)",League of Legends,2PV0Xv0p0SiuVFNAjrr9sS,47mIJdHORyRerp4os813jD,10,"['speedrun', 'video game music']","[{'danceability': 0.437, 'energy': 0.461, 'key': 7, 'loudness': -14.406, 'speechiness': 0.0356, 'acousticness': 0.234, 'instrumentalness': 0.882, 'liveness': 0.0858, 'valence': 0.0782, 'tempo': 92.261}]"
"Tahm Kench, the River King (From League of Legends: Season 5)",League of Legends,2PAwSBUGVOPs0LOqToLuMi,47mIJdHORyRerp4os813jD,10,"['speedrun', 'video game music']","[{'danceability': 0.307, 'energy': 0.272, 'key': 2, 'loudness': -17.264, 'speechiness': 0.0304, 'acousticness': 0.848, 'instrumentalness': 0.673, 'liveness': 0.249, 'valence': 0.191, 'tempo': 149.854}]"
"Aatrox, the Darkin Blade - Classic Login (From League of Legends: Season 3)",League of Legends,0ReSUb2RBJgAsbSbOMJUl0,47mIJdHORyRerp4os813jD,10,"['speedrun', 'video game music']","[{'danceability': 0.419, 'energy': 0.571, 'key': 10, 'loudness': -17.584, 'speechiness': 0.0455, 'acousticness': 0.516, 'instrumentalness': 0.789, 'liveness': 0.111, 'valence': 0.0613, 'tempo': 89.997}]"
We're Not Gonna Take It,Twisted Sister,1hlveB9M6ijHZRbzZ2teyh,7b85ve82Sh36a3UAx74wut,80,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']","[{'danceability': 0.502, 'energy': 0.924, 'key': 4, 'loudness': -6.299, 'speechiness': 0.0503, 'acousticness': 0.0127, 'instrumentalness': 0, 'liveness': 0.162, 'valence': 0.922, 'tempo': 149.186}]"
Sirius - Chicago Bulls Theme Song,The Alan Parsons Project,4OV0sRTFrZLXaZZ1sS9hLn,2m62cc253Xvd9qYQ8d2X3d,80,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']","[{'danceability': 0.624, 'energy': 0.396, 'key': 4, 'loudness': -15.411, 'speechiness': 0.034, 'acousticness': 0.0647, 'instrumentalness': 0.909, 'liveness': 0.113, 'valence': 0.0388, 'tempo': 111.401}]"
Breakin' Outta Hell,Airbourne,3HFqO1Khvk1pdmhjz3tXsk,6urzdpGY5yUimWZsgJUoTb,10,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']","[{'danceability': 0.429, 'energy': 0.993, 'key': 2, 'loudness': -2.772, 'speechiness': 0.157, 'acousticness': 4.65e-05, 'instrumentalness': 0.762, 'liveness': 0.163, 'valence': 0.256, 'tempo': 172.08}]"
Heart Of Glass,Blondie,41AE8ODX2JETBCa6muhSLY,4tpUmLEVLCGFr93o8hFFIB,00,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']","[{'danceability': 0.726, 'energy': 0.696, 'key': 4, 'loudness': -8.017, 'speechiness': 0.0333, 'acousticness': 0.00114, 'instrumentalness': 0.0771, 'liveness': 0.0563, 'valence': 0.41, 'tempo': 114.691}]"
"Crucifix - From ""Spencer"" Soundtrack",Jonny Greenwood,5BdXmcCGzx8P5DICRrBkbJ,0z9s3P5vCzKcUBSxgBDyLU,20,"['british contemporary classical', 'british soundtrack', 'compositional ambient', 'soundtrack']","[{'danceability': 0.0984, 'energy': 0.134, 'key': 0, 'loudness': -15.72, 'speechiness': 0.0464, 'acousticness': 0.855, 'instrumentalness': 0.926, 'liveness': 0.188, 'valence': 0.0393, 'tempo': 172.956}]"
Leda,Dickon Hinchliffe,1IIAQAAsnL51sYw3rK3957,3SzIzpOIDpgwKNWaKL4FG4,20,['soundtrack'],"[{'danceability': 0.231, 'energy': 0.414, 'key': 4, 'loudness': -12.193, 'speechiness': 0.0315, 'acousticness': 0.0916, 'instrumentalness': 0.9, 'liveness': 0.0825, 'valence': 0.286, 'tempo': 170.233}]"
Loki Green Theme,Natalie Holt,5T7DUEeAj0hkMLTzIlDCRz,04ZLnodB6WbVvYg2LECqpQ,20,"['british soundtrack', 'soundtrack']","[{'danceability': 0.458, 'energy': 0.475, 'key': 5, 'loudness': -12.581, 'speechiness': 0.032, 'acousticness': 0.76, 'instrumentalness': 0.836, 'liveness': 0.125, 'valence': 0.132, 'tempo': 126.055}]"
Ripples in the Sand,Hans Zimmer,6YuwwEkKJAbFm4QlBT4Xas,0YC192cP3KPCRWx8zr8MfZ,20,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']","[{'danceability': 0.116, 'energy': 0.245, 'key': 7, 'loudness': -17.58, 'speechiness': 0.0335, 'acousticness': 0.115, 'instrumentalness': 0.895, 'liveness': 0.0975, 'valence': 0.0363, 'tempo': 83.99}]"
Grains of Sand,Hans Zimmer,4jwpV7Rgg6a2lYDNGXnKnx,0YC192cP3KPCRWx8zr8MfZ,20,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']","[{'danceability': 0.413, 'energy': 0.677, 'key': 10, 'loudness': -18.3, 'speechiness': 0.0454, 'acousticness': 0.00217, 'instrumentalness': 0.611, 'liveness': 0.118, 'valence': 0.26, 'tempo': 192.017}]"
The Dojo,Johnny Klimek,7g5b7Am6SLhHdK4tXppObw,35CsFzAi3BR19Ar1wRlPb6,20,[],"[{'danceability': 0.426, 'energy': 0.558, 'key': 5, 'loudness': -15.169, 'speechiness': 0.062, 'acousticness': 0.183, 'instrumentalness': 0.868, 'liveness': 0.0638, 'valence': 0.0349, 'tempo': 127.07}]"
Hawkeye's Theme,Christophe Beck,31YHdtc3RN5X8JYIaNm1Lp,1GjWNGbMtHDQ7CNYf2d7cw,20,"['canadian soundtrack', 'soundtrack']","[{'danceability': 0.535, 'energy': 0.448, 'key': 7, 'loudness': -11.102, 'speechiness': 0.0316, 'acousticness': 0.849, 'instrumentalness': 0.901, 'liveness': 0.123, 'valence': 0.188, 'tempo': 121.941}]"
Going Up The Country,Canned Heat,57460SJgSpCXaRJ9YIYHxy,27a0GiCba9K9lnkKidroFU,80,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']","[{'danceability': 0.653, 'energy': 0.239, 'key': 5, 'loudness': -18.54, 'speechiness': 0.0453, 'acousticness': 0.806, 'instrumentalness': 0.0146, 'liveness': 0.132, 'valence': 0.765, 'tempo': 80.392}]"
Can't You Hear Me Knocking - Remastered,The Rolling Stones,7HRKgCruDphRaLW4wmx8xM,22bE4uQ6baNwSHPVcDxLCe,70,"['album rock', 'british invasion', 'classic rock', 'rock']","[{'danceability': 0.545, 'energy': 0.757, 'key': 0, 'loudness': -5.228, 'speechiness': 0.0396, 'acousticness': 0.408, 'instrumentalness': 0.045, 'liveness': 0.16, 'valence': 0.714, 'tempo': 152.217}]"
Swinging Set,Michael Giacchino,7BOKGKY2DAjq64NPsTjCyX,4kLvhMAuCloLxoP1aVM7Lr,10,"['orchestral soundtrack', 'soundtrack']","[{'danceability': 0.353, 'energy': 0.783, 'key': 2, 'loudness': -9.407, 'speechiness': 0.0633, 'acousticness': 4.92e-05, 'instrumentalness': 0.713, 'liveness': 0.273, 'valence': 0.524, 'tempo': 138.07}]"
I'm Spider-Man,Hans Zimmer,5piP7qoNVZiPvmbYiP33rU,0YC192cP3KPCRWx8zr8MfZ,10,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']","[{'danceability': 0.424, 'energy': 0.705, 'key': 9, 'loudness': -14.348, 'speechiness': 0.133, 'acousticness': 0.5, 'instrumentalness': 0.473, 'liveness': 0.78, 'valence': 0.0869, 'tempo': 89.965}]"
Spider-Man,John Paesano,3kIdjWDaZ9gs4v2iirkJie,3MhnTc9AODdRGMrtntEqIz,10,"['soundtrack', 'video game music']","[{'danceability': 0.103, 'energy': 0.131, 'key': 7, 'loudness': -18.834, 'speechiness': 0.0384, 'acousticness': 0.761, 'instrumentalness': 0.941, 'liveness': 0.0693, 'valence': 0.0389, 'tempo': 82.474}]"
Spider-Man 2 Main Title,Danny Elfman,2v3Ezj7MnwBe3s1VRaUcDt,5qBZETtyzfYnXOobDXbmcD,00,"['orchestral soundtrack', 'soundtrack']","[{'danceability': 0.217, 'energy': 0.568, 'key': 9, 'loudness': -10.995, 'speechiness': 0.0457, 'acousticness': 0.469, 'instrumentalness': 0.917, 'liveness': 0.0847, 'valence': 0.139, 'tempo': 122.446}]"
Let's Love,David Guetta,6lhZLbb0czULpjb2kFryPS,1Cs0zKBU1kc0i8ypK3B9ai,20,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']","[{'danceability': 0.662, 'energy': 0.868, 'key': 5, 'loudness': -4.025, 'speechiness': 0.0341, 'acousticness': 0.00882, 'instrumentalness': 0.00244, 'liveness': 0.584, 'valence': 0.353, 'tempo': 92.998}]"
"Genius (feat. Sia, Diplo, and Labrinth)",Sia,4xigPf2sigSPmuFH3qCelB,5WUlDfRSoLAfcVSX1WnrxN,10,"['australian dance', 'australian pop', 'pop']","[{'danceability': 0.603, 'energy': 0.615, 'key': 11, 'loudness': -4.931, 'speechiness': 0.165, 'acousticness': 0.0799, 'instrumentalness': 6.72e-05, 'liveness': 0.117, 'valence': 0.561, 'tempo': 158.657}]"
Cheap Thrills,Sia,27SdWb2rFzO6GWiYDBTD9j,5WUlDfRSoLAfcVSX1WnrxN,10,"['australian dance', 'australian pop', 'pop']","[{'danceability': 0.628, 'energy': 0.698, 'key': 6, 'loudness': -5.608, 'speechiness': 0.105, 'acousticness': 0.0472, 'instrumentalness': 0.00143, 'liveness': 0.0907, 'valence': 0.732, 'tempo': 89.976}]"
Unstoppable,Sia,2J2Z1SkXYghSajLibnQHOa,5WUlDfRSoLAfcVSX1WnrxN,10,"['australian dance', 'australian pop', 'pop']","[{'danceability': 0.468, 'energy': 0.779, 'key': 9, 'loudness': -4.839, 'speechiness': 0.0779, 'acousticness': 0.112, 'instrumentalness': 0.000373, 'liveness': 0.101, 'valence': 0.26, 'tempo': 173.799}]"
