songName,artistName,songID,artistID,year,disc,popularity,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,7ycWLEP1GsNjVvcjawXz3z,13ubrt8QOOCPljQ2FL1Kca,10,TESTING,81,"['east coast hip hop', 'hip hop', 'rap']",0.854,0.569,5,-8.151,0.106,0.0609,0.0816,0.1,0.294,80.015
Rock Co.Kane Flow (feat. MF Doom),De La Soul,6RBMpENxbx74lTdR5SBcaF,1Z8ODXyhEBi3WynYw0Rya6,00,The Grind Date,58,"['alternative hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap']",0.733,0.67,10,-3.532,0.132,0.119,0.0,0.442,0.763,86.983
Dance,ESG,1uWMf9lRF7BpS7i9ldErsF,4EF5vIcCYKMM61oYOG2Tqa,10,Come Away With ESG,47,"['dance-punk', 'no wave', 'post-punk']",0.801,0.609,5,-11.569,0.0727,0.000785,0.11,0.0751,0.831,138.218
The Beat,ESG,3kGaj1icLGqqr0v7ZX0hP0,4EF5vIcCYKMM61oYOG2Tqa,10,Come Away With ESG,32,"['dance-punk', 'no wave', 'post-punk']",0.802,0.696,9,-8.664,0.0913,0.00262,0.87,0.0925,0.824,150.225
Survival of the Fittest,Mobb Deep,7N1Vjtzr1lmmCW9iasQ8YO,6O2zJ0tId7g07yzHtX0yap,90,The Infamous,70,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",0.813,0.703,11,-5.077,0.268,0.125,1.26e-06,0.237,0.241,94.828
Busca Lo Más Vital,Emmanuel,3XqijLNxvpQzUyirIkNJ1M,2DmYtFBKcxb3ajwWWgA576,10,We Love Disney (Latino),46,"['latin pop', 'mexican pop', 'ranchera', 'rock en espanol']",0.709,0.819,7,-7.343,0.0479,0.364,0.0,0.283,0.552,108.003
CHICKEN TERIYAKI,ROSALÍA,6hH6QJ9ZAO0Z6m7PfvLoXW,7ltDVBr6mKbRvohxheJ9h1,20,MOTOMAMI,69,['r&b en espanol'],0.788,0.4,2,-6.454,0.115,0.454,0.000141,0.0686,0.558,97.936
Calle Luna Calle Sol,Willie Colón,1Ics9ai6jbcHHBRaTy1HiD,7x5Slu7yTE5icZjNsc3OzW,70,Lo Mato,55,"['salsa', 'tropical']",0.484,0.894,5,-6.142,0.0756,0.416,1.28e-05,0.0783,0.804,178.729
Speedline Miracle Masterpiece,Tunde Adebimpe,0zPPD8cN5JOjHEbzUPlp3v,3and7uje1nuMnKJczCKox9,10,The Alchemist and Oh No Present Welcome to Los Santos,43,[],0.539,0.967,9,-3.003,0.251,0.154,0.0,0.249,0.299,158.015
Now I'm Here - Remastered 2011,Queen,2DRRh5Q7WJtMt11MDMlC70,1dfeR4HaWDbWqFHLkxsg1d,70,Sheer Heart Attack (2011 Remaster),36,"['classic rock', 'glam rock', 'rock']",0.492,0.759,4,-6.938,0.0511,0.0321,0.00224,0.0988,0.522,132.547
We Will Rock You - Remastered 2011,Queen,5RH1Ms367p8XnmMe58adDK,1dfeR4HaWDbWqFHLkxsg1d,70,News Of The World (Deluxe Edition 2011 Remaster),44,"['classic rock', 'glam rock', 'rock']",0.692,0.497,2,-7.316,0.119,0.676,0.0,0.259,0.475,81.308
We Are The Champions - Remastered 2011,Queen,6Wh00mhMuECTIzEHuICquU,1dfeR4HaWDbWqFHLkxsg1d,70,News Of The World (Deluxe Edition 2011 Remaster),38,"['classic rock', 'glam rock', 'rock']",0.268,0.459,10,-6.94,0.0346,0.378,0.0,0.118,0.175,64.177
Play The Game - Remastered 2011,Queen,5p6xhgQCwzX0G9PadMU9GA,1dfeR4HaWDbWqFHLkxsg1d,80,The Game (2011 Remaster),57,"['classic rock', 'glam rock', 'rock']",0.242,0.7,5,-5.772,0.0346,0.341,0.0,0.122,0.273,156.706
Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,Gustav Mahler,0cqcRqZgkNHanWQ8slYA0v,2ANtgfhQkKpsW6EYSDqldz,90,Mahler : Symphony No.5,59,"['classical', 'post-romantic era']",0.0783,0.0523,5,-23.247,0.0471,0.896,0.945,0.0806,0.0327,82.015
MASSA,"Tyler, The Creator",2goHCrsDJaflEwQ930ef0o,4V8LLVI7PbaPR0K2TGSxFF,20,CALL ME IF YOU GET LOST,63,"['hip hop', 'rap']",0.685,0.855,1,-6.724,0.438,0.329,8.9e-05,0.301,0.46,157.181
Godzilla (feat. Juice WRLD),Eminem,7FIWs0pqAYbP91WWM0vlTQ,7dGJo4pcD2V6oG8kP0tJRR,20,Music To Be Murdered By,82,"['detroit hip hop', 'hip hop', 'rap']",0.808,0.745,10,-5.26,0.342,0.145,0.0,0.292,0.829,165.995
WHAT'S GOOD,"Tyler, The Creator",6bOkaEXc5CopinGazSLokx,4V8LLVI7PbaPR0K2TGSxFF,10,IGOR,65,"['hip hop', 'rap']",0.458,0.909,1,-6.553,0.487,0.0567,4.26e-06,0.11,0.449,118.227
i,Kendrick Lamar,3ODXRUPL44f04cCacwiCLC,2YZyLoL8N0Wb9xBt1NhZWg,10,To Pimp A Butterfly,61,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.541,0.809,8,-4.286,0.324,0.708,0.0,0.72,0.753,120.094
Poetic Justice,Kendrick Lamar,5J6CXHvsfRGyyCnQZmVPoE,2YZyLoL8N0Wb9xBt1NhZWg,10,"good kid, m.A.A.d city",62,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.779,0.572,6,-9.985,0.378,0.157,0.0,0.246,0.647,135.956
On Top Of The World,Imagine Dragons,213x4gsFDm04hSqIUkg88w,53XhwfbYqKCa1cC15pYq2q,10,Night Visions,76,"['modern rock', 'rock']",0.631,0.924,0,-5.589,0.146,0.0841,3.59e-06,0.084,0.755,100.045
Whatever It Takes,Imagine Dragons,6Qn5zhYkTa37e91HC1D7lb,53XhwfbYqKCa1cC15pYq2q,10,Evolve,80,"['modern rock', 'rock']",0.672,0.655,10,-5.021,0.0311,0.0362,0.0,0.117,0.556,134.945
Warriors,Imagine Dragons,1sWeSMifj6Z6kZyI6z3bRc,53XhwfbYqKCa1cC15pYq2q,10,Smoke + Mirrors (Deluxe),74,"['modern rock', 'rock']",0.365,0.851,4,-6.238,0.0645,0.0964,0.003,0.237,0.309,78.086
Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,53XhwfbYqKCa1cC15pYq2q,10,Evolve,84,"['modern rock', 'rock']",0.605,0.822,0,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997
Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,53XhwfbYqKCa1cC15pYq2q,10,Evolve,87,"['modern rock', 'rock']",0.776,0.78,10,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949
Bound 2,Kanye West,3sNVsP50132BTNlImLx70i,5K4W6rqBFWDnAN6FQUkS6x,10,Yeezus,86,"['chicago rap', 'rap']",0.367,0.665,1,-2.821,0.0465,0.145,0.0,0.113,0.31,148.913
Betty (Get Money),Yung Gravy,4cacyP5c3PMlfnyjpg13xW,2YOYua8FpudSEiB9s88IgQ,20,Betty (Get Money),82,['minnesota hip hop'],0.723,0.772,1,-6.784,0.0792,0.00524,1.15e-05,0.367,0.58,102.004
Bones,Imagine Dragons,0HqZX76SFLDz2aW8aiqi7G,53XhwfbYqKCa1cC15pYq2q,20,Bones,88,"['modern rock', 'rock']",0.773,0.742,5,-3.678,0.046,0.0206,0.0,0.0754,0.571,114.071
Grace Kelly,MIKA,7dzUZec5MnWMyQnk5klnKR,5MmVJVhhYKQ86izuGHzJYA,00,Life in Cartoon Motion,60,"['europop', 'pop']",0.671,0.82,0,-5.796,0.048,0.0194,0.0133,0.361,0.685,122.361
Come On (Let the Good Times Roll),Jimi Hendrix,0KqHJXm4Z42fELkW83ZW0r,776Uo845nYHJpNaStv1Ds4,60,Electric Ladyland,49,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",0.41,0.821,11,-8.557,0.194,0.202,0.0367,0.43,0.833,148.665
Little Miss Strange,Jimi Hendrix,1jhH7vvy8hoHuc0mGuZsLX,776Uo845nYHJpNaStv1Ds4,60,Electric Ladyland,42,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",0.46,0.807,8,-7.237,0.086,0.731,4.52e-05,0.0799,0.456,143.001
Crosstown Traffic,Jimi Hendrix,1ntxpzIUbSsizvuAy6lTYY,776Uo845nYHJpNaStv1Ds4,60,Electric Ladyland,62,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",0.486,0.963,0,-5.586,0.129,0.248,2.39e-06,0.158,0.533,113.133
Wart Hog - 2002 Remaster,Ramones,5w4mCqeA4K0yuB3gyr8cwt,1co4F2pPNH8JjTutZkmgSm,80,Too Tough to Die (Expanded 2005 Remaster),29,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",0.5,0.972,10,-5.285,0.0395,8.44e-05,0.158,0.736,0.889,104.359
Spiderman,Ramones,2JcUB7LyS4MDI5fvSWU6se,1co4F2pPNH8JjTutZkmgSm,00,The Chrysalis Years Anthology,45,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",0.316,0.88,6,-12.281,0.0456,9.41e-06,0.267,0.231,0.839,204.752
III. Urn,Childish Gambino,08l1JURDZhRhQsOM1OTL8w,73sIBHcqh3Z3NyqHKZ7FOL,10,Because the Internet,50,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.594,0.445,0,-12.759,0.073,0.623,0.00235,0.0731,0.399,140.034
II. Zealots of Stockholm [Free Information],Childish Gambino,4J5vBoKj2w2mBXbGqNDFYV,73sIBHcqh3Z3NyqHKZ7FOL,10,Because the Internet,35,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.24,0.402,6,-11.734,0.0875,0.0863,0.0003,0.281,0.0959,73.575
I. The Worst Guys,Childish Gambino,17wxjHNmOSstc6nVIe401T,73sIBHcqh3Z3NyqHKZ7FOL,10,Because the Internet,47,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.593,0.639,5,-7.558,0.114,0.0572,0.0,0.0622,0.347,97.088
I.Crawl,Childish Gambino,0ccmrEgpKa5iFvijTxIrGf,73sIBHcqh3Z3NyqHKZ7FOL,10,Because the Internet,39,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.588,0.539,6,-8.816,0.0396,0.0445,4.82e-06,0.121,0.343,132.976
Redbone,Childish Gambino,0wXuerDYiBnERgIpbb3JBR,73sIBHcqh3Z3NyqHKZ7FOL,10,"""Awaken, My Love!""",67,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.743,0.344,1,-11.174,0.118,0.169,0.00879,0.103,0.577,160.15
Me and Your Mama,Childish Gambino,31tf1qEai5o5f4r66Kd0pU,73sIBHcqh3Z3NyqHKZ7FOL,10,"""Awaken, My Love!""",68,"['atl hip hop', 'hip hop', 'pop', 'rap']",0.554,0.433,5,-12.628,0.0341,0.0116,0.0449,0.0667,0.237,117.996
I Have Nothing,Whitney Houston,31er9IGsfFbwqy1pH4aiTP,6XpaIBNiVzIetEPCWDvAFP,90,The Bodyguard - Original Soundtrack Album,75,"['dance pop', 'pop', 'urban contemporary']",0.541,0.401,0,-10.499,0.0365,0.576,0.0,0.164,0.24,152.943
Shit Hits The Fan,Obie Trice,1r3cH3Y1QGe8VseL8GEvn2,2XnnxQzxFZG8qEPjakokPM,00,Cheers,63,"['detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",0.786,0.9,1,-0.839,0.205,0.0262,0.0235,0.306,0.627,91.984
Da Enemy,D.I.T.C.,1qm8gshOp7RkwP47WRukrS,6fF9HxdiSPGCXar8svBeHS,00,D.I.T.C.,58,"['alternative hip hop', 'bronx hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']",0.647,0.839,11,-6.569,0.416,0.0318,0.344,0.299,0.789,174.201
Lone Digger,Caravan Palace,1TAC5SANfK7l6wGHtUQ7MX,37J1PlAkhRK7yrZUtqaUpQ,10,<I°_°I>,56,"['electro swing', 'nu jazz']",0.767,0.938,5,-4.433,0.0505,0.592,0.0193,0.118,0.868,123.992
A Palé,ROSALÍA,23zJcKwLf5CeaKVbFhrWgF,7ltDVBr6mKbRvohxheJ9h1,10,A Palé,58,['r&b en espanol'],0.63,0.409,0,-8.83,0.0903,0.119,0.629,0.121,0.332,122.848
Dragonball Durag,Thundercat,7eWGnKg4B44sbBPpQp4y2c,4frXpPxQQZwbCu3eTGnZEw,20,It Is What It Is,64,['afrofuturism'],0.648,0.59,2,-9.664,0.0942,0.697,0.808,0.111,0.401,81.045
Award Tour,A Tribe Called Quest,5YTM7OgQDt9EJAYcfHLniJ,09hVIj6vWgoCDtT03h8ZCa,90,Midnight Marauders,63,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",0.812,0.6,7,-9.414,0.254,0.00308,8.38e-06,0.173,0.555,97.338
Check the Rhime,A Tribe Called Quest,4HfxDJ0uLHTLe0fZrx0MbQ,09hVIj6vWgoCDtT03h8ZCa,90,The Low End Theory,64,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",0.881,0.361,11,-14.728,0.237,0.0502,0.00458,0.246,0.799,96.43
Dior,Pop Smoke,79s5XnCN4TJKTVMSmOx8Ep,0eDvMgVFoNV3TpwtrVCoTj,10,Meet The Woo,82,['brooklyn drill'],0.548,0.805,7,-5.732,0.351,0.212,0.000389,0.408,0.648,142.094
South Central Madness,South Central Cartel,2hQ07nnXHscMvcJxND5UdR,492BTrKk9HdCmjgLZ3vjbo,90,South Central Madness,33,"['chicano rap', 'g funk', 'gangster rap', 'west coast rap']",0.916,0.794,7,-6.897,0.259,0.258,0.0,0.0909,0.712,111.672
Xxplosive,Dr. Dre,2g9E9UyZ3pdJ1eqUQW0tfQ,6DPYiyq5kWVQS4RGwxzPC7,90,2001 (Explicit Version),0,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.767,0.881,1,-4.359,0.109,0.191,8.29e-06,0.139,0.939,169.049
"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)",Wu-Tang Clan,3glqlA5qY3bbo8UaUDGPnw,34EP7KEpOjXcM2TCat1ISk,90,Wu-Tang Forever,63,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.739,0.639,2,-6.959,0.358,0.000918,2.74e-05,0.352,0.323,91.121
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,119c93MHjrDLJTApCVGpvx,34EP7KEpOjXcM2TCat1ISk,90,Enter The Wu-Tang (36 Chambers) [Expanded Edition],74,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.479,0.549,11,-10.551,0.373,0.57,0.0235,0.127,0.576,180.985
Electric Relaxation,A Tribe Called Quest,0eEXcw3JLVXcRxYrVYMy68,09hVIj6vWgoCDtT03h8ZCa,90,The Anthology,67,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",0.866,0.534,11,-9.201,0.229,0.184,0.266,0.0929,0.841,98.243
Can I Kick It?,A Tribe Called Quest,3Ti0GdlrotgwsAVBBugv0I,09hVIj6vWgoCDtT03h8ZCa,90,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),69,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",0.848,0.666,0,-6.547,0.274,0.173,0.000699,0.129,0.744,96.662
Family Affair,Mary J. Blige,3aw9iWUQ3VrPQltgwvN9Xu,1XkoF8ryArs86LZvFOkbyr,00,No More Drama,76,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",0.911,0.551,8,-3.75,0.0449,0.132,4.12e-05,0.0863,0.969,92.887
Feel Good Inc.,Gorillaz,0d28khcov6AiegSCpG5TuT,3AA28KZvwAUcZuOKwyblJQ,00,Demon Days,83,['alternative hip hop'],0.818,0.705,6,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559
San Andreas Theme Song,Young Maylay,5f7F8ovtEmFzOdyN5fTOKl,58zzaIQ8XVObJml8da0b2e,00,San Andreas Original Mixtape,65,['gangster rap'],0.52,0.836,5,-7.13,0.213,0.0164,0.0,0.19,0.486,96.855
A Thousand Years,Christina Perri,6lanRgr6wXibZr8KgzXxBl,7H55rcKCfwqkyDFH9wpKM6,10,A Thousand Years,80,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",0.421,0.407,10,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028
I Don't Want To Set The World On Fire,The Ink Spots,777zXDJpBufzttU4AJ2dGO,5bOsFzuJ6QZMr86ezC4oXY,90,The Anthology,66,"['adult standards', 'lounge', 'swing', 'vocal harmony group']",0.445,0.146,5,-16.064,0.0333,0.962,1.05e-05,0.249,0.332,86.637
I Just Called To Say I Love You,Stevie Wonder,6RNDeRnWsRMjPdNVgupZCs,7guDJrEfX3qb6FEbdPA5qi,90,At The Close Of A Century,74,"['adult standards', 'funk', 'indie r&b', 'motown', 'quiet storm', 'soul']",0.748,0.551,1,-9.054,0.0239,0.243,1.57e-06,0.0943,0.65,113.535
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3KkXRkHbMCARz0aVfEt68P,246dkjvS1zLTtiykXe5h60,10,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),82,"['dfw rap', 'melodic rap', 'rap']",0.76,0.479,2,-5.574,0.0466,0.556,0.0,0.0703,0.913,89.911
"Happy - From ""Despicable Me 2""",Pharrell Williams,60nZcImufyMA1MKQY3dcCH,2RdwBSPQiwcmiDo9kixcl8,10,G I R L,80,"['hip hop', 'pop', 'pop rap']",0.647,0.822,5,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019
Atrévete-Te-Te,Calle 13,1q8NdCAQ9QUjpYiqzdd3mv,0yNSzH5nZmHzeE2xn6Xshb,00,Calle 13 (Explicit Version),74,"['latin afrobeat', 'latin alternative', 'latin hip hop', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol']",0.829,0.878,9,-5.951,0.101,0.0959,0.0,0.776,0.883,87.991
Have You Ever Seen the Rain?,Ramones,4Ri7GhJiAHy9dCYnxxWuzM,1co4F2pPNH8JjTutZkmgSm,90,Acid Eaters,42,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",0.292,0.967,9,-5.217,0.0682,0.00128,0.182,0.2,0.368,177.232
Substitute,Ramones,5Y4bjy1XHTgeOMHOlI0EZv,1co4F2pPNH8JjTutZkmgSm,90,Acid Eaters,32,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",0.433,0.963,2,-6.748,0.0896,0.000795,0.0625,0.255,0.277,152.576
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,7nemcVsXVFZF01iqpIIo2Y,711MCceyCBcFnzjGY4Q7Un,70,High Voltage,71,"['australian rock', 'hard rock', 'rock']",0.456,0.863,3,-3.551,0.0894,0.133,0.0538,0.0553,0.532,135.962
Rock N Roll Train,AC/DC,4feXJ5IC3avXsVW9WNFSag,711MCceyCBcFnzjGY4Q7Un,00,Black Ice,70,"['australian rock', 'hard rock', 'rock']",0.547,0.931,2,-2.356,0.0615,0.000998,0.0118,0.278,0.697,118.4
Heroes And Villains - Remastered 2001,The Beach Boys,7BO7ZbaEmgCSSp3znPMxN4,3oDbviiivRWhXwIE8hxkVV,60,Smiley Smile (Remastered),51,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",0.426,0.583,1,-7.442,0.0354,0.524,4.05e-06,0.147,0.232,116.803
N.Y. State of Mind,Nas,0trHOzAhNpGCsGBEu7dOJo,20qISvAhX20dpIbOOzGK3q,90,Illmatic,71,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",0.665,0.91,6,-4.682,0.223,0.0394,0.0,0.227,0.887,84.099
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,5HQVUIKwCEXpe7JIHyY734,7hJcb9fa4alzcOq3EaNPoG,10,"Young, Wild & Free (feat. Bruno Mars)",77,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",0.715,0.655,0,-6.425,0.137,0.0525,0.0,0.115,0.531,95.078
Treasure,Bruno Mars,55h7vJchibLdUkxdlX3fK7,0du5cEVh5yTK9QJze8zA0C,10,Unorthodox Jukebox,79,"['dance pop', 'pop']",0.874,0.692,5,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017
24K Magic,Bruno Mars,6b8Be6ljOzmkOmFslEb23P,0du5cEVh5yTK9QJze8zA0C,10,24K Magic,78,"['dance pop', 'pop']",0.818,0.803,1,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97
Talking to the Moon,Bruno Mars,161DnLWsx1i3u1JT05lzqU,0du5cEVh5yTK9QJze8zA0C,10,Doo-Wops & Hooligans,81,"['dance pop', 'pop']",0.498,0.59,1,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867
Uptown Funk (feat. Bruno Mars),Mark Ronson,32OlwWuMpZ6b0aN2RZOeMS,3hv9jJF3adDNsBSIQDqcjp,10,Uptown Special,82,"['dance pop', 'pop']",0.856,0.609,0,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988
Leave The Door Open,Bruno Mars,02VBYrHfVwfEWXk5DXyf0T,0du5cEVh5yTK9QJze8zA0C,20,An Evening With Silk Sonic,83,"['dance pop', 'pop']",0.586,0.616,5,-7.964,0.0324,0.182,0.0,0.0927,0.719,148.088
Locked out of Heaven,Bruno Mars,3w3y8KPTfNeOKPiqUTakBh,0du5cEVh5yTK9QJze8zA0C,10,Unorthodox Jukebox,86,"['dance pop', 'pop']",0.726,0.698,5,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994
Juicy,Doja Cat,7f5trao56t7sB7f14QDTmp,5cj0lLjcoR7YOSnhnX0Po5,10,Hot Pink,71,"['dance pop', 'pop']",0.785,0.652,0,-2.607,0.0668,0.102,0.0,0.0697,0.484,170.024
Solid Old Man,Duke Ellington,0bMXQrYobOEy87A9xDOzWa,4F7Q5NV6h5TSwCainz8S5A,00,At The Hollywood Empire,6,"['african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing']",0.566,0.504,6,-7.52,0.227,0.857,0.0829,0.703,0.719,77.138
Chun-Li,Nicki Minaj,1e4rwBPVI32vZtTJu7mJ4J,0hCNtLu0JehylgoiP8L4Gh,10,Queen,70,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",0.686,0.73,6,-5.077,0.374,0.278,4.76e-05,0.106,0.474,128.943
Starships,Nicki Minaj,2EBCVPNAG46nbgs6jXPGvv,0hCNtLu0JehylgoiP8L4Gh,10,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),76,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",0.747,0.716,11,-2.457,0.075,0.135,0.0,0.251,0.751,125.008
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,6kex4EBAj0WHXDKZMEJaaF,07YZf4WDAMNwqr4jfgOZ8y,10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),75,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.696,0.817,1,-3.862,0.109,0.075,0.0,0.187,0.782,98.064
Tusa,KAROL G,0dKg2vGC1hFqcK5LGTaKzX,790FomKkXshlbRYZFtlgla,20,KG0516,72,"['reggaeton', 'reggaeton colombiano']",0.799,0.701,2,-3.272,0.282,0.309,7.36e-05,0.0514,0.607,100.946
Bang Bang,Jessie J,0puf9yIluy9W0vpMEUoAnN,2gsggkzM5R49q6jpPvazou,10,Sweet Talker (Deluxe Version),78,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",0.706,0.786,0,-3.417,0.091,0.26,0.0,0.38,0.751,150.028
Un facile amore,Fred Bongusto,4rlPw9xVkqtwLlrfHGOtBA,03zMprDSi8xGJbXYayx6ly,70,Gli ordini sono ordini (Original Motion Picture Soundtrack),35,"['classic italian pop', 'italian lounge']",0.423,0.179,3,-21.504,0.0284,0.854,0.903,0.1,0.73,84.087
Super Mario Bros. Theme (Overworld Theme),Video Game Players,2vwXS3ZZOuWB7v5foOTVqL,2EFkigEczkUGF0PWTBX8IR,10,40 Classic Video Game Songs,44,[],0.768,0.408,0,-11.614,0.294,0.0637,0.92,0.0395,0.975,100.014
"Underground Theme (From ""Super Mario Bros."")",Video Game Players,3F8spSmD906RcTzwUcIWKm,2EFkigEczkUGF0PWTBX8IR,10,The Mario Collection,40,[],0.434,0.0931,10,-13.744,0.25,0.000602,0.824,0.0887,0.422,198.061
OPA,Dillom,2Z4FBa6hAEh7VTHYCqXy7P,4cJD9t5QBFTUQcd3xfbOb2,20,POST MORTEM,61,['trap argentino'],0.931,0.612,8,-5.446,0.194,0.125,4.09e-05,0.088,0.846,100.023
Like Rally - Remix,E.C.V,3R7QUoJOF3HBekCl0qsCzw,3bz89tGLK59YTBYV8577IR,20,Like Rally (Remix),42,[],0.881,0.743,10,-5.782,0.243,0.152,9.54e-06,0.141,0.58,138.074
My Way - 2008 Remastered,Frank Sinatra,2YkIDPL5lGhRhomCq4S2RO,1Mxqyy3pSjf8kZZL4QVxS0,00,Nothing But The Best (Remastered),60,"['adult standards', 'easy listening', 'lounge']",0.278,0.427,2,-8.688,0.0311,0.351,0.0,0.145,0.243,150.836
Roses,Outkast,6bUNEbXT7HovLW6BgPCBsb,1G9G7WwrXka3Z1r7aIDjI7,00,Speakerboxxx/The Love Below,71,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",0.751,0.708,0,-5.653,0.0545,0.0482,1.85e-05,0.107,0.509,108.97
Gangsta's Paradise,Coolio,1DIXPcTDzTj8ZMHt3PDt8p,3y24n3XhZ96wgwRXjvS17T,90,Gangsta's Paradise,87,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.647,0.514,8,-10.05,0.0593,0.0655,0.0,0.398,0.386,79.975
Lose Yourself,Eminem,7MJQ9Nfxzh8LPZ9e9u68Fq,7dGJo4pcD2V6oG8kP0tJRR,10,SHADYXV,74,"['detroit hip hop', 'hip hop', 'rap']",0.689,0.735,2,-4.545,0.267,0.00922,0.00072,0.365,0.059,171.403
Dicko Mode,Kusorare,1qhyLsodjAGp2pfkAZDq6e,5U6q2Q39otpW5DXSQ83FC9,20,Dicko Mode,52,['meme rap'],0.643,0.507,10,-12.636,0.323,0.0224,0.0,0.291,0.404,154.977
